Engine,Kilometers_Driven,Mileage,New_Price,Power,S.No.,Seats,Year,Owner_Type,Fuel_Type,Transmission,Name,Location,Price
1598.0,55431.0,16.09,1233000,103.5,34.0,5,2014.0,2,4,1,2,2,698000.0
1061.0,83816.0,14.0,2277950,64.0,35.0,5,2009.0,2,4,1,2,1,185000.0
1248.0,50075.0,24.3,1112000,88.5,36.0,5,2018.0,0,1,1,2,2,863000.0000000001
1198.0,52000.0,18.15,2277964,82.0,37.0,5,2017.0,0,4,1,4,1,485000.0
2987.0,85000.0,11.74,2277951,254.8,38.0,5,2013.0,0,1,0,3,3,2800000.0
1199.0,62000.0,22.07,2277960,73.9,39.0,5,2013.0,0,1,1,2,0,500000.0
796.0,90000.0,19.7,2277947,46.3,40.0,5,2008.0,2,4,1,2,1,125000.0
624.0,19698.0,25.4,2277978,37.5,41.0,4,2014.0,0,4,1,0,2,153000.0
1198.0,22033.0,25.32,2277977,77.0,42.0,6,2017.0,0,1,1,4,2,558000.0
1197.0,35487.0,18.5,2277971,82.9,43.0,5,2014.0,0,4,1,2,2,474000.0
1999.0,46374.0,14.62,2364000,149.92,44.0,5,2014.0,0,4,0,2,2,885000.0
1798.0,52001.0,14.28,2277965,138.03,45.0,5,2016.0,0,4,0,4,3,1011000.0
1991.0,58005.0,14.9,2277962,112.2,46.0,5,2008.0,2,1,1,2,0,425000.0
2694.0,70704.0,11.25,1864000,163.7,47.0,7,2012.0,0,4,1,4,2,1095000.0
1120.0,75000.0,24.4,2277954,71.0,48.0,5,2014.0,0,1,1,2,1,385000.0
2498.0,75800.0,16.55,2277955,105.0,49.0,6,2012.0,2,1,1,4,1,550000.0
1968.0,13648.0,17.11,2277982,174.33,50.0,5,2015.0,0,1,0,3,2,2143000.0
1248.0,52000.0,22.9,2277964,74.0,51.0,5,2014.0,0,1,1,2,1,425000.0
1248.0,53000.0,17.8,2277964,75.0,52.0,5,2014.0,0,1,1,2,0,330000.0
1248.0,65650.0,28.4,2277958,74.0,53.0,5,2013.0,0,1,1,2,1,385000.0
1197.0,54000.0,18.9,2277963,82.0,54.0,5,2015.0,3,4,1,2,0,360000.0
1598.0,39000.0,15.04,2277970,103.2,55.0,5,2015.0,0,4,1,2,0,399000.0
799.0,16542.0,25.17,2277979,53.3,56.0,5,2017.0,0,4,1,4,2,330000.0
1197.0,32000.0,20.36,2277973,78.9,57.0,5,2010.0,0,4,1,2,0,207000.0
1995.0,121812.0,13.29,2277934,147.6,58.0,5,2010.0,0,1,0,2,0,775000.0
998.0,39300.0,18.2,2277970,67.1,59.0,5,2010.0,0,4,1,2,0,225000.0
2393.0,22000.0,13.68,1934000,147.8,60.0,8,2017.0,0,1,1,4,3,1650000.0
1399.0,72000.0,20.0,2277955,68.0,61.0,5,2010.0,0,1,1,2,2,275000.0
1796.0,58000.0,11.74,2277962,186.0,62.0,5,2015.0,0,4,0,3,1,2670000.0
2148.0,65000.0,15.8,2277959,170.0,63.0,5,2011.0,2,1,1,3,3,1000000.0
1396.0,178000.0,25.0,2277909,69.0,64.0,5,2016.0,0,1,1,0,0,250000.0
1968.0,65664.0,16.55,2277959,140.0,65.0,5,2012.0,0,1,0,3,1,1350000.0
1497.0,63000.0,16.4,2277959,78.0,66.0,5,2007.0,2,4,0,2,3,185000.0
1950.0,15369.0,0.0,4914000,194.0,67.0,5,2019.0,0,1,0,3,2,3567000.0
1248.0,63000.0,24.52,2277959,88.5,68.0,7,2016.0,0,1,1,2,3,815000.0
1396.0,13000.0,22.1,1181000,88.7,69.0,5,2018.0,0,1,1,2,3,1050000.0
4806.0,73000.0,8.5,2277958,500.0,70.0,5,2008.0,0,4,0,1,3,1450000.0
2179.0,55729.0,15.1,2277963,140.0,71.0,7,2015.0,0,1,1,4,3,965000.0
1197.0,45178.0,16.95,2277967,78.9,72.0,5,2012.0,0,4,0,2,2,348000.0
1461.0,56066.0,19.64,1664999,108.5,73.0,5,2015.0,0,1,1,2,2,692000.0
1198.0,37300.0,16.5,2277971,86.8,74.0,5,2016.0,2,4,0,2,2,646000.0
1968.0,56000.0,18.53,2277963,187.74,75.0,5,2014.0,2,1,0,3,1,2950000.0
1399.0,111111.0,17.8,2277938,81.46124925664162,76.0,5,2008.0,0,1,1,2,1,200000.0
1998.0,230000.0,12.4,2277886,132.0,77.0,8,2006.0,3,4,1,4,0,450000.0
2494.0,104000.0,12.8,2277942,102.0,78.0,7,2012.0,0,1,1,4,0,1175000.0
1086.0,87591.0,0.0,2277948,55.70875536997187,79.0,5,2005.0,0,4,1,2,0,130000.0
1248.0,95100.0,22.9,2277945,74.0,80.0,5,2012.0,0,1,1,2,1,375000.0
1193.0,70000.0,17.57,667000,88.7,81.0,5,2017.0,0,4,1,0,3,450000.0
1198.0,54944.0,18.0,2277963,86.7,82.0,5,2016.0,0,4,1,2,2,482000.0
1399.0,70337.0,20.0,2277956,68.0,83.0,5,2012.0,0,1,1,2,0,280000.0
1248.0,99638.0,23.2,2277943,73.94,84.0,5,2013.0,0,1,1,2,1,311000.0
1497.0,52000.0,17.8,2277964,117.3,85.0,5,2009.0,0,4,1,2,1,325000.0
1995.0,75000.0,16.73,2277955,218.0,86.0,5,2011.0,2,1,0,3,1,1390000.0
1197.0,95980.0,20.36,2277945,78.9,87.0,5,2009.0,0,4,1,2,3,225000.0
1197.0,16000.0,18.9,2277980,82.0,88.0,5,2016.0,0,4,1,2,2,575000.0
1086.0,73745.0,17.0,2277954,67.54647369495183,89.0,5,2007.0,0,4,1,2,0,210000.0
1198.0,18949.0,17.8,2277979,86.7,90.0,5,2016.0,0,4,1,2,3,500000.0
2982.0,107000.0,13.0,2277941,168.5,91.0,7,2014.0,0,1,1,4,1,1650000.0
1968.0,48367.0,17.68,2277966,174.33,92.0,5,2018.0,0,1,0,3,2,3958000.0
1498.0,57000.0,22.7,2277962,89.84,93.0,5,2013.0,0,1,1,2,1,550000.0
2179.0,58000.0,15.1,2277962,140.0,94.0,7,2014.0,0,1,1,4,1,810000.0
1498.0,30000.0,25.8,2277974,98.6,95.0,5,2015.0,0,1,1,2,0,350000.0
1199.0,34212.0,22.07,2277972,73.9,96.0,5,2013.0,0,1,1,2,0,279000.0
1493.0,70002.0,16.2,2277956,110.0,97.0,5,2010.0,0,1,1,2,0,345000.0
998.0,62000.0,18.9,2277959,67.1,98.0,5,2016.0,0,4,1,2,2,445000.0
1598.0,62001.0,15.26,2277960,103.5,99.0,5,2010.0,0,4,1,2,1,265000.0
1396.0,78958.0,23.0,2277952,90.0,100.0,5,2011.0,2,1,1,2,3,380000.0
1197.0,30180.0,18.5,2277974,82.85,101.0,5,2014.0,0,4,1,2,3,465000.00000000006
1198.0,32851.0,19.83,645000,67.0,102.0,7,2017.0,0,4,1,0,3,395000.0
2967.0,30000.0,14.94,2277975,241.4,103.0,5,2010.0,0,1,0,3,0,980000.0
1197.0,66000.0,17.0,2277958,80.0,104.0,5,2009.0,2,4,1,2,3,270000.0
796.0,93850.0,14.0,2277945,35.0,105.0,5,2010.0,0,4,1,2,2,241000.0
1197.0,53000.0,17.71,641000,78.9,106.0,5,2014.0,0,4,1,4,0,390000.0
2993.0,78000.0,14.74,2277954,270.9,107.0,5,2011.0,2,1,0,1,0,2400000.0
2179.0,65000.0,16.0,2277959,140.0,108.0,7,2012.0,2,1,1,4,1,575000.0
1582.0,40000.0,22.32,2277970,126.32,109.0,5,2014.0,0,1,0,2,0,525000.0
2755.0,30000.0,11.36,2700000,171.5,110.0,7,2017.0,0,1,0,4,3,1925000.0
1196.0,38053.0,15.1,513000,73.0,111.0,5,2017.0,0,4,1,2,2,391000.0
624.0,25500.0,25.4,2277975,37.5,112.0,4,2014.0,0,4,1,0,2,215000.0
1995.0,56087.0,22.69,5443000,190.0,113.0,5,2015.0,0,1,0,3,3,2075000.0
1799.0,71088.0,13.5,2277956,130.0,114.0,5,2010.0,0,4,1,2,1,335000.0
2494.0,55000.0,12.99,2277964,100.6,115.0,7,2014.0,0,1,1,4,0,1111000.0
1984.0,32700.0,23.3,2277973,150.0,116.0,5,2014.0,0,1,0,3,2,2000000.0
1198.0,39882.0,19.15,951000,75.94,117.0,5,2016.0,0,4,0,2,2,655000.0
2497.0,128000.0,10.8,2277932,215.0,118.0,5,2009.0,0,4,0,3,3,700000.0
1248.0,55000.0,24.3,996000,88.5,119.0,5,2016.0,0,1,1,2,3,750000.0
1086.0,102000.0,17.0,2277942,67.02232225642592,120.0,5,2005.0,2,4,1,2,3,85000.0
2143.0,53753.0,15.0,2277964,107.3,121.0,5,2014.0,2,1,0,3,3,1675000.0
1582.0,10250.0,22.0,1444000,126.2,122.0,5,2018.0,0,1,1,2,0,1095000.0
998.0,43874.0,18.9,2277968,67.1,123.0,5,2011.0,0,4,1,2,3,245000.00000000003
624.0,32684.0,21.9,2277972,37.48,124.0,4,2017.0,0,4,0,0,2,323000.0
2179.0,42000.0,12.05,2277969,120.0,125.0,8,2014.0,0,1,1,4,0,775000.0
1796.0,28352.0,11.7,2277975,178.0,126.0,5,2009.0,0,4,0,3,0,935000.0
998.0,89900.0,26.6,2277947,58.16,127.0,5,2013.0,0,0,1,2,3,325000.0
2354.0,47700.0,10.8,2277967,152.0,128.0,5,2007.0,2,4,1,2,2,525000.0
1498.0,55000.0,21.21,2277963,103.2,129.0,5,2015.0,0,1,0,2,3,725000.0
1373.0,44285.0,20.73,2277968,91.1,130.0,5,2017.0,0,4,1,2,2,747000.0
2179.0,54000.0,16.0,2277964,140.0,131.0,7,2016.0,0,1,0,4,1,1325000.0
1197.0,30232.0,21.1,2277974,85.8,132.0,5,2016.0,0,4,1,2,2,581000.0
998.0,88500.0,24.07,453000,67.1,133.0,5,2014.0,0,4,1,2,0,260000.0
2996.0,13372.0,19.0,9504000,362.07,134.0,2,2017.0,0,4,0,3,0,5400000.0
1591.0,12645.0,17.0,1349000,121.3,135.0,5,2019.0,0,4,0,2,2,1150000.0
796.0,94385.0,19.7,2277945,46.3,136.0,5,2010.0,2,4,1,2,0,160000.0
1995.0,31821.0,20.58,2277974,143.0,137.0,5,2015.0,0,1,0,3,2,1722000.0
1199.0,12000.0,19.0,2277982,88.7,138.0,5,2015.0,0,4,0,2,3,600000.0
1799.0,88578.0,13.5,2277948,130.0,139.0,5,2012.0,0,4,1,2,1,395000.0
2143.0,44965.0,19.27,2277968,170.0,140.0,5,2014.0,0,1,0,3,2,1795000.0
1498.0,45044.0,25.8,2277967,98.6,141.0,5,2014.0,0,1,1,2,0,370000.0
1197.0,34204.0,22.0,2277972,81.8,142.0,5,2016.0,0,4,1,2,2,543000.0
1086.0,80759.0,17.0,2277951,70.90099491989054,143.0,5,2008.0,3,4,1,2,2,167000.0
2982.0,91235.0,11.5,2277948,171.0,144.0,7,2012.0,0,1,1,4,2,1349000.0
1199.0,38800.0,18.6,2277970,76.8,145.0,5,2014.0,0,4,1,0,3,285000.0
1498.0,83000.0,21.14,2277951,103.52,146.0,5,2013.0,0,1,1,4,0,475000.0
1373.0,41283.0,20.73,2277969,91.1,147.0,5,2018.0,0,4,1,2,2,990000.0
2894.0,23000.0,11.05,12800000,444.0,148.0,4,2013.0,0,4,0,3,3,3700000.0
1995.0,48000.0,21.76,6088000,190.0,149.0,5,2014.0,0,1,0,3,3,2650000.0
1968.0,48214.0,17.11,2277966,174.33,150.0,5,2015.0,0,1,0,3,2,2332000.0
1248.0,35000.0,22.9,2277972,74.0,151.0,5,2016.0,0,1,1,2,0,625000.0
5461.0,35277.0,7.81,2277975,362.9,152.0,5,2010.0,0,4,0,3,0,3000000.0
1498.0,54620.0,21.66,2277963,103.52,153.0,5,2016.0,0,1,0,4,2,986000.0
1968.0,136997.0,17.2,2277927,138.1,154.0,5,2012.0,0,1,0,4,3,850000.0
814.0,14322.0,21.1,2277980,55.2,155.0,5,2019.0,0,4,1,2,2,423000.00000000006
1199.0,65634.0,22.07,2277958,73.9,156.0,5,2012.0,0,1,1,2,1,350000.0
1198.0,6000.0,20.63,2277984,67.06,157.0,5,2016.0,0,4,1,0,0,250000.0
1198.0,33280.0,19.4,2277972,86.8,158.0,5,2013.0,0,4,1,2,0,239000.0
1595.0,29000.0,14.8,2277975,120.7,159.0,5,2013.0,0,4,0,3,1,1125000.0
1498.0,42831.0,26.0,2277968,98.6,160.0,5,2015.0,0,1,1,2,2,711000.0
2494.0,90000.0,12.99,2277948,100.6,161.0,7,2016.0,0,1,1,4,0,1090000.0
1197.0,24005.0,20.4,2277976,81.8,162.0,5,2017.0,0,4,1,2,0,620000.0
2179.0,32792.0,15.1,2277973,140.0,163.0,7,2012.0,0,1,1,4,3,790000.0
1498.0,147898.0,22.7,2277922,89.84,164.0,5,2014.0,0,1,1,2,2,442000.0
2982.0,131765.0,13.0,2277930,168.5,165.0,7,2012.0,0,1,1,4,3,1350000.0
1498.0,65000.0,21.5,2277959,108.5,166.0,5,2013.0,0,1,0,2,0,625000.0
1399.0,66123.0,20.0,2277958,68.0,167.0,5,2010.0,2,1,1,2,1,210000.0
2993.0,41000.0,15.3,2277970,258.0,168.0,5,2015.0,0,1,0,3,3,4500000.0
2143.0,23550.0,19.27,2277977,167.62,169.0,5,2017.0,0,1,0,3,2,3365999.9999999995
1198.0,45000.0,19.4,2277967,86.8,170.0,5,2012.0,2,4,1,2,2,365000.0
1197.0,60000.0,20.36,2277961,78.9,171.0,5,2013.0,0,4,1,2,1,275000.0
2143.0,44414.0,17.9,2277968,170.0,172.0,5,2016.0,0,1,0,3,2,4250000.0
1197.0,1000.0,18.9,739000,81.86,173.0,5,2019.0,0,4,1,2,0,650000.0
1968.0,62500.0,17.68,2277960,174.33,174.0,5,2012.0,2,1,0,3,3,1900000.0
1598.0,21000.0,14.4,2277978,103.6,175.0,5,2013.0,2,4,0,2,3,445000.0
1998.0,8525.0,16.6,2277984,112.0,176.0,5,2017.0,2,1,0,1,1,2300000.0
1396.0,29000.0,22.54,2277974,88.73,177.0,5,2014.0,0,1,1,2,2,835000.0
1968.0,40000.0,17.68,2277970,174.33,178.0,5,2014.0,0,1,0,3,3,2295000.0
936.0,88000.0,25.44,2277948,57.6,179.0,5,2012.0,0,1,1,0,1,150000.0
1798.0,53537.0,13.7,2277964,157.75,180.0,5,2012.0,0,4,0,4,2,689000.0
1399.0,216000.0,17.8,2277892,68.0,181.0,5,2006.0,2,1,1,2,0,145000.0
1995.0,51000.0,22.48,6947000,190.0,182.0,5,2014.0,0,1,0,3,0,3350000.0
1598.0,118500.0,12.9,2277935,102.5,183.0,5,2007.0,0,4,1,0,1,125000.0
1199.0,63000.0,22.07,2277959,73.9,184.0,5,2012.0,0,1,1,2,0,420000.0
1461.0,25000.0,19.98,2277976,108.5,185.0,8,2015.0,0,1,1,4,3,675000.0
2143.0,37382.0,13.0,2277971,201.1,186.0,5,2014.0,0,1,0,3,2,3200000.0
1197.0,24773.0,21.4,877999,83.1,187.0,5,2017.0,0,4,1,2,2,750000.0
1582.0,62000.0,22.32,2277960,126.32,188.0,5,2012.0,0,1,1,2,1,460000.0
1086.0,52340.0,19.81,2277964,68.05,189.0,5,2017.0,0,4,1,2,2,404000.0
1997.0,56739.0,15.4,2277963,120.0,190.0,7,2016.0,0,1,1,4,2,1031000.0
2179.0,36091.0,12.7,2277972,187.7,191.0,5,2018.0,0,1,0,1,2,5576000.0
1399.0,120000.0,20.0,2277934,68.0,192.0,5,2010.0,0,1,1,2,0,260000.0
1248.0,33000.0,25.47,1274000,88.5,193.0,7,2016.0,0,1,1,2,3,850000.0
1945.719032731564,60006.0,0.0,2277961,112.56709956207784,194.0,6,2007.0,0,4,1,2,0,295000.0
1498.0,52000.0,25.8,2277964,98.6,195.0,5,2014.0,0,1,1,2,0,350000.0
1197.0,43571.0,20.36,2277968,78.9,196.0,5,2015.0,0,4,1,2,1,355000.0
1498.0,50000.0,25.8,2277965,98.6,197.0,5,2013.0,0,1,1,2,0,325000.0
1896.0,113000.0,17.5,2277938,106.0,198.0,5,2008.0,0,1,1,4,0,450000.0
1461.0,90000.0,19.87,2277947,83.8,199.0,5,2014.0,0,1,1,4,1,535000.0
1493.0,29000.0,17.45,1052000,100.0,200.0,7,2017.0,2,1,1,4,0,650000.0
1248.0,20000.0,24.3,1198000,88.5,201.0,5,2016.0,0,1,1,2,3,900000.0
1197.0,61012.0,18.6,2277960,81.83,202.0,5,2016.0,0,4,1,2,2,600000.0
1390.0,87459.0,14.7,2277949,85.0,203.0,5,2009.0,0,4,1,4,1,275000.0
1193.0,70500.0,15.64,2277956,64.1,204.0,5,2010.0,0,4,1,0,3,150000.0
1968.0,64103.0,15.73,2277959,174.33,205.0,5,2015.0,0,1,0,3,1,1990000.0
1798.0,76000.0,14.7,2277954,177.5,206.0,5,2014.0,0,4,0,4,3,1000000.0
1364.0,104000.0,23.59,2277941,67.06,207.0,5,2014.0,0,1,1,4,1,300000.0
1542.204689765149,42001.0,16.1,2277969,103.90381891927792,208.0,5,2010.0,0,4,1,2,0,211000.0
1595.0,37245.0,14.8,2277971,120.7,209.0,5,2014.0,0,4,0,3,2,1196000.0
1498.0,45000.0,27.4,853999,98.6,210.0,5,2013.0,0,1,1,2,0,325000.0
1582.0,117837.0,22.32,2277935,126.32,211.0,5,2012.0,2,1,1,2,1,475000.0
1461.0,30000.0,20.46,2277974,83.8,212.0,5,2014.0,0,1,1,4,3,595000.0
1591.0,27057.0,15.29,2277975,121.3,213.0,5,2015.0,2,4,1,2,1,815000.0
998.0,8500.0,20.51,2277983,67.0,214.0,5,2016.0,0,4,0,2,3,422000.0
1796.0,30500.0,11.74,2277974,186.0,215.0,5,2010.0,0,4,0,3,0,1050000.0
2967.0,56000.0,11.8,2277964,246.7,216.0,5,2012.0,0,1,0,3,1,4500000.0
1086.0,44000.0,19.81,2277967,68.05,217.0,5,2012.0,2,4,1,2,3,290000.0
1598.0,10500.0,14.3,2277983,103.52,218.0,5,2017.0,0,4,0,4,3,890000.0
1798.0,26000.0,14.67,3358000,177.46,219.0,5,2017.0,0,4,0,4,0,2600000.0
1197.0,25166.0,17.19,2277976,81.86,220.0,5,2018.0,0,4,1,2,2,822000.0000000001
1498.0,64000.0,25.8,2277959,98.6,221.0,5,2014.0,2,1,1,2,0,350000.0
998.0,61000.0,18.9,2277960,67.1,222.0,5,2004.0,2,4,1,2,0,125000.0
1461.0,107000.0,21.03,912000,65.0,223.0,5,2013.0,0,1,1,4,0,370000.0
2143.0,29161.0,19.27,2277975,167.62,224.0,5,2018.0,0,1,0,3,2,3941000.0
998.0,32000.0,22.5,529000,67.04,225.0,5,2013.0,0,4,1,2,0,265000.0
1461.0,46173.0,19.01,2277967,108.5,226.0,5,2015.0,2,1,1,2,2,892000.0
1248.0,47000.0,17.8,2277966,75.0806033539784,227.0,5,2013.0,0,1,1,2,1,410000.0
1998.0,26327.0,16.82,4428000,189.08,228.0,4,2017.0,0,4,0,1,2,3567000.0
1498.0,70436.0,0.0,2277956,99.0,229.0,6,2015.0,0,1,1,2,2,360000.0
1396.0,200000.0,17.2,2277899,53.5,230.0,5,2007.0,2,1,1,0,1,85000.0
1199.0,60813.0,18.6,2277960,76.8,231.0,5,2016.0,2,4,1,0,2,332000.0
1199.0,45000.0,22.07,2277967,73.9,232.0,5,2012.0,0,1,1,2,3,360000.0
1248.0,64000.0,22.9,2277959,74.0,233.0,5,2016.0,0,1,1,2,0,680000.0
1399.0,41284.0,20.0,2277969,68.05,234.0,5,2012.0,0,1,1,2,0,250000.0
2755.0,14165.0,11.36,2074000,171.5,235.0,7,2019.0,0,1,0,4,2,1964000.0
2199.0,67000.0,11.72,2277958,194.3,236.0,7,2011.0,2,1,0,2,3,700000.0
1497.0,32572.0,17.4,1174000,117.3,237.0,5,2011.0,0,4,1,2,0,387000.0
1197.0,14960.0,18.6,2277980,81.83,238.0,5,2018.0,0,4,1,2,2,627000.0
2143.0,55980.0,19.27,2277963,167.62,239.0,5,2015.0,0,1,0,3,2,1812000.0
936.0,74000.0,25.44,2277954,57.6,240.0,5,2013.0,0,1,1,0,3,265000.0
1396.0,56847.0,22.54,2277962,88.73,241.0,5,2015.0,0,1,1,2,2,720000.0
2494.0,121374.0,12.99,2277934,100.6,242.0,7,2015.0,0,1,1,4,2,1430000.0
1248.0,52000.0,20.77,2277964,88.76,243.0,7,2013.0,0,1,1,2,0,690000.0
2494.0,118000.0,12.8,2277936,102.0,244.0,7,2014.0,0,1,1,4,3,1075000.0
1086.0,72000.0,17.0,2277955,70.52043241690262,245.0,5,2007.0,3,4,1,2,3,95000.0
1497.0,33915.0,17.8,2277972,117.3,246.0,5,2016.0,0,4,1,2,2,809000.0
1995.0,82002.0,17.05,2277951,184.0,247.0,5,2014.0,0,1,0,3,0,1850000.0
1120.0,33000.0,24.0,2277972,70.0,248.0,5,2017.0,0,1,1,2,3,475000.0
1248.0,34000.0,28.09,2277972,88.5,249.0,5,2016.0,0,1,1,2,0,844999.9999999999
1598.0,55000.0,20.5,2277963,103.6,250.0,5,2012.0,0,1,1,4,0,350000.0
1493.0,160538.0,13.1,2277916,82.0,251.0,5,2006.0,0,1,1,2,2,180000.0
1498.0,60000.0,19.91,2277961,103.6,252.0,5,2014.0,2,1,1,2,1,370000.0
1199.0,49575.0,18.7,2277965,88.7,253.0,5,2017.0,0,4,1,2,2,717000.0
1086.0,83000.0,19.81,2277950,68.05,254.0,5,2010.0,0,4,1,2,1,175000.0
1995.0,51346.0,16.38,2277965,183.0,255.0,5,2018.0,0,1,0,2,2,2199000.0
2393.0,43000.0,13.68,2552000,147.8,256.0,7,2017.0,0,1,1,4,3,1865000.0
796.0,35000.0,19.7,2277971,35.0,257.0,5,2011.0,3,4,1,2,1,185000.0
1197.0,27872.0,20.4,2277975,81.8,258.0,5,2017.0,2,4,1,2,2,595000.0
1197.0,16514.0,18.9,2277980,82.0,259.0,5,2014.0,0,4,1,2,3,375000.0
1248.0,120000.0,22.9,2277934,74.0,260.0,5,2012.0,0,1,1,2,3,375000.0
1582.0,143275.0,22.0,1407000,126.2,261.0,5,2008.0,0,1,1,2,0,260000.0
1086.0,99000.0,0.0,2277943,56.64532725877689,262.0,5,2006.0,0,4,1,2,0,175000.0
1197.0,52000.0,17.0,2277964,80.0,263.0,5,2010.0,0,4,1,2,3,280000.0
2987.0,29819.0,11.57,9513000,254.79,264.0,5,2017.0,0,1,0,3,2,6129000.0
2148.0,57000.0,15.8,2277963,170.0,265.0,5,2014.0,2,1,1,3,2,1800000.0
1248.0,88500.0,23.2,2277948,73.94,266.0,5,2014.0,0,1,1,2,0,435000.0
1582.0,28000.0,19.67,2277975,126.2,267.0,5,2016.0,0,1,1,2,2,1375000.0
998.0,67000.0,19.0,2277957,66.1,268.0,5,2010.0,0,4,1,2,3,200000.0
1461.0,26000.0,19.64,2277976,108.45,269.0,5,2016.0,0,1,1,4,1,1000000.0
1248.0,120000.0,17.8,2277934,76.0,270.0,5,2010.0,0,1,1,0,1,165000.0
2993.0,51982.0,16.55,2277965,258.0,271.0,5,2017.0,0,1,0,3,2,4577000.0
1197.0,36000.0,20.36,2277971,78.9,272.0,5,2010.0,2,4,1,2,2,325000.0
2494.0,47000.0,12.8,2277967,102.0,273.0,7,2016.0,0,1,1,4,3,1280000.0
993.0,60000.0,17.3,2277960,60.0,274.0,5,2002.0,3,4,1,2,3,55000.00000000001
1248.0,31025.0,28.4,2277973,74.0,275.0,5,2018.0,0,1,1,2,0,715000.0
2179.0,105000.0,12.05,2277941,120.0,276.0,8,2013.0,2,1,1,4,3,700000.0
1248.0,121900.0,22.95,834000,74.0,277.0,5,2017.0,0,1,1,0,3,375000.0
999.0,22695.0,18.88,2277977,123.24,278.0,5,2017.0,0,4,1,2,3,850000.0
1248.0,73000.0,23.4,2277955,74.0,279.0,5,2012.0,0,1,1,2,1,435000.0
796.0,32227.0,22.74,2277972,47.3,280.0,5,2016.0,0,4,1,2,2,326000.0
1497.0,55000.0,17.0,2277963,118.0,281.0,5,2011.0,0,4,1,2,1,421000.0
2967.0,11287.0,12.07,2277983,241.4,282.0,7,2018.0,0,1,0,3,2,7036000.0
1896.0,48000.0,17.0,2277966,105.0,283.0,5,2009.0,2,1,0,4,3,295000.0
1591.0,54308.0,17.1,2277963,121.3,284.0,5,2012.0,0,4,1,2,2,428000.0
1497.0,78442.0,16.8,2277953,118.0,285.0,5,2009.0,0,4,0,2,1,357000.0
