Engine,Kilometers_Driven,Mileage,New_Price,Power,S.No.,Seats,Year,Owner_Type,Fuel_Type,Transmission,Name,Location,Price
1461.0,57390.0,19.01,2277962.0220289947,108.45,1549.0,5,2016.0,First,Diesel,Manual,Third Tier,South,673000.0
1248.0,100000.0,23.4,2277943.003854899,74.0,1550.0,5,2016.0,First,Diesel,Manual,Fourth Tier,East,350000.0
1198.0,50000.0,16.47,2277965.076910744,73.9,1551.0,5,2011.0,First,Petrol,Manual,Fourth Tier,East,235000.0
2179.0,64961.0,16.0,2277959.2482235674,140.0,1552.0,7,2017.0,First,Diesel,Manual,Third Tier,South,1613000.0
1198.0,72465.0,16.47,2277955.140949671,74.0,1553.0,5,2014.0,First,Petrol,Manual,Fourth Tier,South,590000.0
1197.0,68776.0,21.1,2277956.772502352,85.8,1554.0,5,2012.0,First,Petrol,Manual,Fourth Tier,East,390000.0
1598.0,150000.0,14.7,2277921.1710975314,102.32213684164412,1555.0,5,2005.0,First,Petrol,Manual,Fifth Tier,West,150000.0
2494.0,68000.0,12.8,2277958.150649346,102.0,1556.0,7,2012.0,First,Diesel,Manual,Third Tier,North,695000.0
1498.0,33000.0,26.0,2277972.835265203,98.6,1557.0,5,2015.0,First,Diesel,Manual,Fourth Tier,North,700000.0
1198.0,22389.0,17.0,868000.0,73.75,1558.0,5,2017.0,First,Petrol,Manual,Fourth Tier,South,723000.0
1248.0,90000.0,21.5,2277947.42553107,88.8,1559.0,5,2012.0,First,Diesel,Manual,Fourth Tier,West,381000.0
1197.0,42000.0,18.6,2277968.6129740924,85.8,1560.0,5,2012.0,Third,Petrol,Manual,Fourth Tier,East,450000.0
1582.0,38767.0,19.67,2277970.3532780646,126.2,1561.0,5,2017.0,First,Diesel,Manual,Fourth Tier,West,1260000.0
2967.0,21000.0,12.07,2277979.325713335,241.4,1562.0,7,2015.0,First,Diesel,Automatic,Second Tier,South,4800000.0
796.0,59136.0,19.7,2277960.7101559765,46.3,1563.0,5,2010.0,First,Petrol,Manual,Fourth Tier,South,296000.0
1498.0,36000.0,25.8,2277971.506636084,98.6,1564.0,5,2014.0,First,Diesel,Manual,Fourth Tier,East,325000.0
1968.0,95000.0,18.33,2277945.7940791366,167.7,1565.0,5,2011.0,Second,Diesel,Automatic,Fourth Tier,East,850000.0
1582.0,51000.0,19.5,2277964.941763554,126.24,1566.0,5,2013.0,First,Diesel,Automatic,Fourth Tier,West,875000.0
998.0,36411.0,18.9,2277970.9225361133,67.1,1567.0,5,2011.0,First,Petrol,Manual,Fourth Tier,South,308000.0
1999.0,40000.0,12.81,6639000.0,148.31,1568.0,7,2017.0,First,Diesel,Automatic,First Tier,West,4150000.0
1497.0,27300.0,17.8,2277975.3540117014,117.3,1569.0,5,2016.0,First,Petrol,Manual,Fourth Tier,West,700000.0
1991.0,29813.0,14.74,2277974.6421894724,181.03,1570.0,5,2011.0,Second,Petrol,Automatic,Second Tier,South,1150000.0
998.0,71000.0,20.51,2277955.624029748,67.04,1571.0,5,2011.0,First,Petrol,Manual,Fourth Tier,West,260000.0
1582.0,32000.0,22.32,2277973.3431833196,126.3,1572.0,5,2014.0,First,Diesel,Manual,Fourth Tier,East,430000.0
1373.0,19234.0,17.5,2277978.8179179407,80.46,1573.0,7,2017.0,First,CNG,Manual,Fourth Tier,West,835000.0
1968.0,50510.0,17.06,3645000.0000000005,141.0,1574.0,5,2017.0,First,Diesel,Automatic,Fourth Tier,North,2490000.0
1995.0,102000.0,15.06,2277942.718023327,177.0,1575.0,5,2011.0,First,Diesel,Automatic,Second Tier,West,1375000.0
1186.0,42277.0,24.0,2277968.4763535536,73.97,1576.0,5,2014.0,First,Diesel,Manual,Fourth Tier,East,385000.0
2143.0,46000.0,13.0,2277967.6045088875,201.1,1577.0,5,2014.0,First,Diesel,Automatic,Second Tier,West,2325000.0
2523.0,35000.0,13.6,2277972.7663625707,140.98762419208992,1578.0,7,2012.0,First,Diesel,Manual,Third Tier,East,700000.0
1197.0,50000.0,18.9,2277965.0695112343,82.0,1579.0,5,2015.0,First,Petrol,Manual,Fourth Tier,South,575000.0
1197.0,62000.0,20.36,2277959.7617925904,78.9,1580.0,5,2008.0,Second,Petrol,Manual,Fourth Tier,West,165000.0
1968.0,78000.0,19.33,2277953.305538723,138.1,1581.0,5,2012.0,First,Diesel,Manual,Fourth Tier,West,650000.0
1968.0,79000.0,17.67,2277952.863016712,138.08,1582.0,5,2011.0,First,Diesel,Manual,Third Tier,East,750000.0
2967.0,6773.0,14.75,9138000.0,245.0,1583.0,7,2019.0,First,Diesel,Automatic,Second Tier,South,7294000.0
2982.0,135000.0,11.5,2277928.907206263,171.0,1584.0,7,2010.0,Second,Diesel,Manual,Third Tier,East,1100000.0
1061.0,36716.0,18.9,2277970.833124639,67.0,1585.0,5,2013.0,First,Petrol,Manual,Fourth Tier,South,302000.0
814.0,65060.0,21.1,2277958.0993287195,55.2,1586.0,5,2013.0,First,Petrol,Manual,Fourth Tier,South,332000.0
1198.0,33000.0,19.4,2277972.587134234,86.8,1587.0,5,2013.0,First,Petrol,Manual,Fourth Tier,North,324000.0
796.0,11110.0,22.74,2277981.9438022785,47.3,1588.0,5,2015.0,First,Petrol,Manual,Fourth Tier,East,235000.0
2523.0,63000.0,15.96,1115000.0,62.1,1589.0,7,2013.0,First,Diesel,Manual,Third Tier,North,550000.0
1497.0,27030.0,17.8,2277975.46790223,117.3,1590.0,5,2015.0,First,Petrol,Manual,Fourth Tier,West,675000.0
1598.0,19600.0,15.0,2277978.832871975,103.52,1591.0,5,2015.0,First,Petrol,Manual,Third Tier,West,615000.0
1197.0,27755.0,22.0,2277974.9042104078,81.8,1592.0,5,2016.0,First,Petrol,Manual,Fourth Tier,West,545000.0
814.0,20000.0,21.1,2277978.0258707996,55.2,1593.0,5,2013.0,Second,Petrol,Manual,Fourth Tier,East,229999.99999999997
1197.0,24782.0,20.85,2277976.2186643216,83.14,1594.0,5,2015.0,First,Petrol,Manual,Fourth Tier,South,621000.0
1198.0,47303.0,19.34,2277966.258317351,76.0,1595.0,5,2014.0,First,Petrol,Automatic,Fourth Tier,South,521000.0
4134.0,71000.0,8.3,2277958.134723485,250.0,1596.0,7,2008.0,First,Petrol,Automatic,Second Tier,North,1199000.0
1248.0,135000.0,17.8,2277927.512399293,75.0,1597.0,5,2010.0,First,Diesel,Manual,Fourth Tier,West,310000.0
2179.0,1000.0,13.49,2277987.5235519377,138.03,1598.0,5,2017.0,First,Diesel,Manual,Fifth Tier,North,750000.0
1498.0,29000.0,20.14,2277974.5923667164,88.8,1599.0,5,2016.0,First,Diesel,Manual,Fourth Tier,East,400000.0
1497.0,36367.0,17.8,2277971.335861056,117.3,1600.0,5,2016.0,First,Petrol,Manual,Fourth Tier,South,773000.0
1497.0,38000.0,17.4,2277970.613383819,117.3,1601.0,5,2015.0,First,Petrol,Manual,Fourth Tier,South,780000.0
796.0,83969.0,16.1,2277949.7163096573,37.0,1602.0,4,2011.0,First,Petrol,Manual,Fourth Tier,East,130000.0
1498.0,82621.0,20.14,2277950.8767175283,88.8,1603.0,5,2014.0,First,Diesel,Manual,Fourth Tier,North,442000.0
1991.0,89000.0,12.5,2277948.4538838267,147.9,1604.0,7,2009.0,First,Diesel,Automatic,Fifth Tier,West,400000.0
2179.0,54000.0,16.0,2277964.0819378193,140.0,1605.0,7,2016.0,First,Diesel,Manual,Third Tier,East,1300000.0
1498.0,61691.0,25.8,2277960.133408958,98.6,1606.0,5,2015.0,First,Diesel,Manual,Fourth Tier,South,538000.0
1197.0,32200.0,17.0,2277972.934253795,80.0,1607.0,5,2011.0,Second,Petrol,Manual,Fourth Tier,East,325000.0
998.0,68630.0,20.51,2277956.6624624087,67.0,1608.0,5,2016.0,First,Petrol,Automatic,Fourth Tier,North,387000.0
1968.0,61000.0,16.96,2277960.8166546305,138.03,1609.0,5,2014.0,Second,Diesel,Automatic,Fourth Tier,West,825000.0
1373.0,32644.0,20.73,2277972.878437847,91.1,1610.0,5,2018.0,First,Petrol,Manual,Fourth Tier,West,927999.9999999999
2179.0,85000.0,11.79,2277950.3683199664,120.0,1611.0,7,2012.0,First,Diesel,Automatic,Third Tier,North,625000.0
1150.0,75000.0,15.26,2277953.9661290525,74.9,1612.0,5,2008.0,Second,Petrol,Manual,Fifth Tier,West,114999.99999999999
1373.0,40347.0,20.73,2277969.4709053626,91.2,1613.0,5,2016.0,First,Petrol,Manual,Fourth Tier,South,780000.0
1396.0,60788.0,23.0,2277960.448554251,90.0,1614.0,5,2012.0,First,Diesel,Manual,Fourth Tier,East,450000.0
1199.0,18664.0,18.7,2277978.9210374854,88.7,1615.0,5,2018.0,First,Petrol,Manual,Fourth Tier,South,756000.0
2179.0,57847.0,16.0,2277962.3776590507,140.0,1616.0,7,2017.0,First,Diesel,Manual,Third Tier,South,1607999.9999999998
1197.0,52237.0,17.0,2277964.0699957106,80.0,1617.0,5,2012.0,First,Petrol,Manual,Fourth Tier,South,450000.0
1582.0,128000.0,22.32,2277930.8738198443,126.32,1618.0,5,2012.0,First,Diesel,Manual,Fourth Tier,East,500000.0
1086.0,54000.0,19.81,2277963.20013395,68.05,1619.0,5,2011.0,First,Petrol,Manual,Fourth Tier,North,220000.00000000003
998.0,49800.0,23.1,2277964.987120816,67.04,1620.0,5,2014.0,First,Petrol,Automatic,Fourth Tier,South,400000.0
1199.0,98000.0,20.86,2277943.8306552987,73.9,1621.0,5,2012.0,First,Diesel,Manual,Third Tier,East,250999.99999999997
1248.0,60095.0,25.2,2277960.633436093,74.0,1622.0,5,2015.0,First,Diesel,Manual,Fourth Tier,North,475000.0
1086.0,68000.0,16.0,2277957.0072820853,66.7,1623.0,5,2008.0,Second,Petrol,Manual,Fourth Tier,West,200000.0
1197.0,81402.0,20.36,2277951.169432908,78.9,1624.0,5,2010.0,Second,Petrol,Manual,Fourth Tier,North,210000.0
1499.0,38000.0,16.5,2277970.607981263,110.0,1625.0,5,2013.0,First,Petrol,Automatic,Fourth Tier,West,625000.0
2987.0,92239.0,11.5,2277947.8154665628,210.0,1626.0,5,2011.0,Second,Diesel,Automatic,Second Tier,South,1060000.0
1248.0,49224.0,25.2,2277965.439964976,74.0,1627.0,5,2017.0,First,Diesel,Manual,Fourth Tier,East,600000.0
796.0,12000.0,16.1,2277981.538720608,37.0,1628.0,4,2004.0,Second,Petrol,Manual,Fourth Tier,North,45000.0
1298.0,54898.0,16.1,2277962.9712717966,88.2,1629.0,5,2010.0,Third,Petrol,Manual,Fourth Tier,West,250000.0
1591.0,2500.0,15.29,2277986.381423322,121.3,1630.0,5,2018.0,First,Petrol,Manual,Fourth Tier,West,1275000.0
1995.0,32838.0,17.05,5097000.0,190.0,1631.0,5,2017.0,First,Diesel,Automatic,Second Tier,South,3029000.0
1299.0,27076.0,13.8,2277975.2742124246,70.0,1632.0,5,2006.0,First,Petrol,Manual,Fourth Tier,East,160000.0
1498.0,75445.0,22.7,2277954.042601369,89.84,1633.0,5,2017.0,First,Diesel,Manual,Fourth Tier,South,754000.0
1373.0,46601.0,20.73,2277966.699460926,91.1,1634.0,5,2015.0,First,Petrol,Manual,Fourth Tier,South,684000.0
1968.0,72000.0,18.33,2277955.9477310097,167.7,1635.0,5,2012.0,First,Diesel,Automatic,Fourth Tier,East,600000.0
1498.0,27000.0,27.3,2277975.46807128,98.6,1636.0,5,2017.0,First,Diesel,Manual,Fourth Tier,West,800000.0
1968.0,68193.0,17.11,2277957.631533586,174.33,1637.0,5,2016.0,First,Diesel,Automatic,Second Tier,South,2474000.0
1120.0,34429.0,24.0,2277971.877946765,70.0,1638.0,5,2017.0,First,Diesel,Manual,Fourth Tier,South,550000.0
2987.0,46000.0,12.0,2277968.263183911,224.0,1639.0,7,2013.0,First,Diesel,Automatic,Second Tier,North,3600000.0
2494.0,80544.0,12.99,2277952.580682375,100.6,1640.0,7,2013.0,First,Diesel,Manual,Third Tier,South,1179000.0
1498.0,42000.0,16.95,2277968.8327572998,97.7,1641.0,5,2011.0,Second,Petrol,Manual,Fourth Tier,North,300000.0
1968.0,94821.0,20.0,2277945.850191501,138.1,1642.0,5,2011.0,Second,Diesel,Automatic,Third Tier,South,675000.0
1399.0,100000.0,14.49,2277943.1015797644,92.7,1643.0,5,2006.0,First,Petrol,Manual,Fifth Tier,North,140000.0
1498.0,57000.0,24.2,2277962.198081171,98.6,1644.0,7,2014.0,First,Diesel,Manual,Fourth Tier,West,575000.0
1248.0,79894.0,21.1,2277951.871024393,73.9,1645.0,5,2010.0,First,Diesel,Manual,Fourth Tier,East,340000.0
1198.0,44748.0,16.47,2277967.374702448,73.9,1646.0,5,2011.0,Second,Petrol,Manual,Fourth Tier,South,488999.99999999994
1598.0,31000.0,13.24,2277973.7762578377,102.5,1647.0,5,2013.0,First,Petrol,Manual,Fourth Tier,West,495000.0
998.0,60587.0,16.98,2277960.2089970843,66.1,1648.0,5,2013.0,Second,Petrol,Automatic,Fourth Tier,South,349000.0
1364.0,32000.0,23.59,2277973.14453505,77.52388973730626,1649.0,5,2011.0,First,Diesel,Manual,Third Tier,West,385000.0
1497.0,43772.0,17.0,2277968.0478262194,118.0,1650.0,5,2014.0,First,Petrol,Manual,Fourth Tier,West,635000.0
1197.0,23576.0,18.9,2277976.736947536,82.0,1651.0,5,2017.0,First,Petrol,Automatic,Fourth Tier,South,708000.0
1999.0,4000.0,13.6,5341000.0,177.0,1652.0,5,2017.0,First,Diesel,Automatic,First Tier,East,3800000.0
2179.0,62000.0,12.05,2277960.5293313917,120.0,1653.0,8,2012.0,First,Diesel,Manual,Third Tier,East,625000.0
1796.0,36000.0,11.74,2277971.7288582176,186.0,1654.0,5,2011.0,First,Petrol,Automatic,Second Tier,West,1015000.0
1798.0,80000.0,13.7,2277952.2679217295,157.75,1655.0,5,2014.0,First,Petrol,Automatic,Third Tier,North,1075000.0
1991.0,137008.0,18.1,2277927.208019952,147.9,1656.0,4,2012.0,First,Diesel,Automatic,Fifth Tier,West,465000.00000000006
2179.0,61001.0,12.05,2277960.970101309,120.0,1657.0,8,2010.0,First,Diesel,Manual,Third Tier,North,475000.0
1591.0,52191.0,17.1,2277964.3975537196,121.3,1658.0,5,2015.0,First,Petrol,Manual,Fourth Tier,South,778000.0
1396.0,77076.0,23.0,2277953.2331389682,90.0,1659.0,5,2016.0,First,Diesel,Manual,Fourth Tier,East,675000.0
1497.0,56000.0,16.4,2277962.6334162685,78.0,1660.0,5,2008.0,First,Petrol,Automatic,Fourth Tier,East,299000.0
1197.0,21000.0,20.36,2277977.873290178,78.9,1661.0,5,2013.0,First,Petrol,Manual,Fourth Tier,East,235000.0
1498.0,89429.0,25.8,2277947.8511889805,98.6,1662.0,5,2013.0,First,Diesel,Manual,Fourth Tier,North,365000.0
998.0,45631.0,22.5,459000.0,67.04,1663.0,5,2012.0,Second,Petrol,Manual,Fourth Tier,North,274000.0
1198.0,53959.0,19.4,2277963.2974956543,86.8,1664.0,5,2013.0,First,Petrol,Manual,Fourth Tier,North,350000.0
1197.0,55804.0,17.0,2277962.479823156,80.0,1665.0,5,2014.0,First,Petrol,Manual,Fourth Tier,South,476000.0
1598.0,25899.0,15.04,2277976.0273074843,103.2,1666.0,5,2016.0,First,Petrol,Manual,Fourth Tier,South,620000.0
1896.0,82000.0,18.7,2277951.449652714,66.0,1667.0,5,2008.0,Second,Diesel,Manual,Third Tier,West,235000.0
2143.0,52000.0,13.0,2277964.9272806337,204.0,1668.0,5,2014.0,First,Diesel,Automatic,Second Tier,West,2450000.0
1598.0,20000.0,13.24,2277978.635377008,102.57,1669.0,5,2013.0,First,Petrol,Manual,Third Tier,West,600000.0
814.0,31829.0,21.1,2277972.7740946375,55.2,1670.0,5,2017.0,First,Petrol,Manual,Fourth Tier,East,365000.0
1197.0,18094.0,18.6,2277979.1565371845,85.8,1671.0,5,2016.0,Second,Petrol,Manual,Fourth Tier,South,626000.0
1461.0,80000.0,19.5,2277951.988348643,89.7585073552716,1672.0,5,2011.0,Second,Diesel,Manual,Fourth Tier,North,210000.0
2967.0,11964.0,13.22,2277983.292818953,241.4,1673.0,5,2015.0,First,Diesel,Automatic,Second Tier,West,3295000.0000000005
1197.0,22684.0,18.6,2277977.1253833524,81.83,1674.0,5,2018.0,First,Petrol,Manual,Fourth Tier,South,780000.0
1198.0,43521.0,19.4,2277967.910947528,86.8,1675.0,5,2014.0,First,Petrol,Manual,Fourth Tier,South,425000.0
1298.0,49386.0,17.5,2277965.3964378056,85.8,1676.0,5,2014.0,First,Petrol,Manual,Fourth Tier,South,486000.00000000006
1197.0,12248.0,18.9,654000.0,81.86,1677.0,5,2017.0,First,Petrol,Manual,Fourth Tier,North,490000.00000000006
2498.0,67771.0,11.68,2277958.2239937666,112.0,1678.0,8,2014.0,First,Diesel,Manual,Third Tier,South,706000.0
1798.0,60007.0,17.21,2277961.106730743,189.0,1679.0,4,2015.0,First,Petrol,Automatic,Fourth Tier,North,450000.0
998.0,48624.0,24.07,470000.0,67.1,1680.0,5,2011.0,First,Petrol,Manual,Fourth Tier,South,322000.0
1199.0,30000.0,22.07,2277973.8887781817,73.9,1681.0,5,2014.0,First,Diesel,Manual,Fourth Tier,East,325000.0
1197.0,81605.0,18.9,2277951.06470236,82.0,1682.0,5,2016.0,First,Petrol,Manual,Fourth Tier,North,453000.0
2143.0,32642.0,14.84,2277973.481440835,170.0,1683.0,5,2017.0,First,Diesel,Automatic,Second Tier,South,3478000.0
1591.0,34200.0,15.74,2277972.347482292,121.3,1684.0,5,2014.0,First,Petrol,Automatic,Fourth Tier,West,650000.0
1172.0,72204.0,15.7,2277955.200292555,67.0,1685.0,5,2010.0,First,Petrol,Manual,Fifth Tier,East,225000.0
2494.0,156347.0,12.99,2277919.043651127,100.0,1686.0,8,2011.0,Second,Diesel,Manual,Third Tier,West,800000.0
1493.0,47357.0,18.49,2277966.4476873465,100.0,1687.0,7,2017.0,First,Diesel,Automatic,Third Tier,South,836999.9999999999
1498.0,61738.0,20.14,2277960.0901548374,88.8,1688.0,5,2015.0,First,Diesel,Manual,Fourth Tier,South,539000.0
1995.0,32586.0,22.48,6787000.0,190.0,1689.0,5,2018.0,First,Diesel,Automatic,Second Tier,South,3729999.9999999995
2987.0,40129.0,11.57,9513000.0,254.79,1690.0,5,2018.0,First,Diesel,Automatic,Second Tier,South,7080000.0
2987.0,51000.0,11.74,2277966.041116835,254.8,1691.0,5,2012.0,First,Diesel,Automatic,Second Tier,West,2225000.0
1197.0,10393.0,18.9,662000.0,81.86,1692.0,5,2018.0,First,Petrol,Manual,Fourth Tier,South,603000.0
1798.0,46000.0,13.7,2277967.2948832484,157.75,1693.0,5,2011.0,First,Petrol,Automatic,Third Tier,West,490000.00000000006
1197.0,21000.0,16.95,2277977.864626682,78.9,1694.0,5,2013.0,First,Petrol,Automatic,Fourth Tier,East,396000.0
1396.0,113562.0,23.0,2277937.0872588228,90.0,1695.0,5,2011.0,First,Diesel,Manual,Fourth Tier,East,459999.99999999994
2179.0,100010.0,12.05,2277943.7076008283,120.0,1696.0,8,2011.0,Second,Diesel,Manual,Third Tier,West,550000.0
1198.0,63107.0,19.4,2277959.2429958517,86.8,1697.0,5,2013.0,First,Petrol,Manual,Fourth Tier,West,325000.0
1197.0,58500.0,18.6,2277961.2789731873,81.83,1698.0,5,2017.0,First,Petrol,Manual,Fourth Tier,North,625000.0
2499.0,90000.0,10.9,2277948.391141644,143.0,1699.0,7,2007.0,Fourth & Above,Diesel,Manual,Fourth Tier,West,300000.0
1493.0,108242.0,16.8,2277939.5180244646,110.0,1700.0,5,2011.0,First,Diesel,Manual,Fourth Tier,East,425000.0
2982.0,146300.0,11.5,2277923.8788723345,171.0,1701.0,7,2011.0,First,Diesel,Manual,Third Tier,West,1225000.0
1995.0,62943.0,17.05,2277959.958768545,184.0,1702.0,5,2011.0,Second,Diesel,Automatic,Second Tier,West,1095000.0
2982.0,65000.0,12.55,2277959.8341095024,168.5,1703.0,7,2013.0,First,Diesel,Automatic,Third Tier,North,1650000.0
1199.0,1700.0,19.0,944000.0,88.76,1704.0,5,2018.0,First,Petrol,Automatic,Fourth Tier,West,780000.0
1086.0,34697.0,19.81,2277971.7145321565,68.05,1705.0,5,2013.0,First,Petrol,Manual,Fourth Tier,South,370000.0
1197.0,58000.0,17.0,2277961.497834742,80.0,1706.0,5,2012.0,First,Petrol,Manual,Fourth Tier,East,400000.0
1995.0,32500.0,19.59,2277973.421619451,187.74,1707.0,5,2015.0,First,Diesel,Automatic,Second Tier,West,2675000.0
1968.0,58661.0,15.17,4864000.0,181.0,1708.0,5,2016.0,First,Diesel,Automatic,Second Tier,South,2803000.0
1197.0,37124.0,20.4,2277970.7298921505,81.8,1709.0,5,2017.0,First,Petrol,Manual,Fourth Tier,South,544000.0
1197.0,44000.0,21.4,2277967.688747945,83.1,1710.0,5,2017.0,First,Petrol,Automatic,Fourth Tier,North,620000.0
1495.0,45200.0,13.2,2277967.396383744,94.0,1711.0,5,2005.0,First,Petrol,Manual,Fourth Tier,East,90000.0
1197.0,11000.0,18.5,2277982.283174175,85.8,1712.0,5,2016.0,First,Petrol,Manual,Fourth Tier,West,395000.0
624.0,65000.0,26.0,2277957.9390876936,35.0,1713.0,4,2011.0,Second,Petrol,Manual,Fifth Tier,West,44000.0
1399.0,55005.0,20.0,2277962.98018958,68.0,1714.0,5,2012.0,First,Diesel,Manual,Fourth Tier,East,275000.0
1968.0,81650.0,18.33,2277951.658859178,167.7,1715.0,5,2011.0,First,Diesel,Automatic,Fourth Tier,East,750000.0
1248.0,160000.0,19.0,2277916.4262355003,93.0,1716.0,5,2010.0,Second,Diesel,Manual,Fifth Tier,East,250000.0
2489.0,169000.0,14.95,1169000.0,93.7,1717.0,7,2015.0,First,Diesel,Manual,Third Tier,East,500000.0
998.0,67263.0,18.9,2277957.2381322286,67.1,1718.0,5,2013.0,First,Petrol,Manual,Fourth Tier,East,360000.0
1496.0,44223.0,17.6,2277967.826651138,88.7,1719.0,5,2012.0,First,Petrol,Manual,Third Tier,South,399000.0
1197.0,36840.0,18.9,2277970.8526273975,82.0,1720.0,5,2015.0,First,Petrol,Manual,Fourth Tier,South,564000.0
2494.0,160000.0,12.99,2277917.4188612374,100.0,1721.0,8,2014.0,First,Diesel,Manual,Third Tier,West,1200000.0
1405.0,133000.0,16.8,2277928.4879898666,62.0,1722.0,5,2008.0,First,Diesel,Manual,Fifth Tier,East,70000.0
1995.0,69123.0,18.88,2277957.2200537533,184.0,1723.0,5,2015.0,First,Diesel,Automatic,Second Tier,West,1900000.0
3198.0,38000.0,10.91,2277971.9445872195,197.0,1724.0,7,2017.0,First,Diesel,Automatic,Fourth Tier,North,3048000.0
1462.0,5500.0,21.56,1111000.0,103.25,1725.0,5,2017.0,First,Petrol,Manual,Fourth Tier,West,819999.9999999999
1498.0,1001.0,25.83,2277986.9428562555,99.0,1726.0,5,2015.0,First,Diesel,Manual,Fourth Tier,East,755000.0
1150.0,59000.0,15.26,2277961.012108374,74.9,1727.0,5,2007.0,Third,Petrol,Manual,Fifth Tier,West,99000.0
1497.0,78256.0,16.8,2277952.7763165967,118.0,1728.0,5,2011.0,First,Petrol,Automatic,Fourth Tier,North,415000.00000000006
1498.0,90000.0,16.95,2277947.580975288,97.6,1729.0,5,2016.0,First,Petrol,Manual,Fourth Tier,East,620000.0
1197.0,18000.0,19.1,2277979.1825972865,85.8,1730.0,5,2016.0,First,Petrol,Manual,Fourth Tier,East,440000.00000000006
1399.0,60000.0,20.0,2277960.766615383,68.0,1731.0,5,2012.0,First,Diesel,Manual,Fourth Tier,East,210000.0
1248.0,130000.0,20.3,2277929.688216644,75.0,1732.0,5,2011.0,First,Diesel,Manual,Fifth Tier,North,220000.00000000003
1197.0,32851.0,18.6,2277972.6133848103,81.86,1733.0,5,2018.0,First,Petrol,Manual,Fourth Tier,South,834000.0
1248.0,32000.0,23.4,2277973.029384088,74.0,1734.0,5,2014.0,First,Diesel,Manual,Fourth Tier,East,434999.99999999994
1498.0,62700.0,22.7,2277959.6524318997,89.84,1735.0,5,2014.0,First,Diesel,Manual,Fourth Tier,East,680000.0
1248.0,71000.0,19.3,2277955.7805961096,73.9,1736.0,5,2010.0,First,Diesel,Manual,Fourth Tier,North,330000.0
1197.0,19947.0,18.9,2277978.319311112,82.0,1737.0,5,2016.0,First,Petrol,Manual,Fourth Tier,South,504000.0
2953.0,91000.0,11.4,2277948.301562197,153.86,1738.0,7,2012.0,First,Diesel,Automatic,Fourth Tier,East,919999.9999999999
1199.0,74000.0,22.07,2277954.4139469136,73.9,1739.0,5,2014.0,First,Diesel,Manual,Fourth Tier,East,570000.0
1493.0,55594.0,18.49,2277962.7908301526,100.0,1740.0,7,2018.0,First,Diesel,Manual,Third Tier,South,848000.0
2993.0,58000.0,11.2,2277962.941765383,306.0,1741.0,4,2013.0,First,Diesel,Automatic,Second Tier,East,4800000.0
1461.0,110224.0,19.01,2277938.604754132,108.45,1742.0,5,2012.0,First,Diesel,Manual,Third Tier,East,610000.0
998.0,21002.0,22.5,474000.0,67.04,1743.0,5,2010.0,First,Petrol,Manual,Fourth Tier,East,275000.0
1248.0,121000.0,24.52,2277933.6666948064,88.5,1744.0,7,2017.0,First,Diesel,Manual,Fourth Tier,West,800000.0
796.0,73513.0,19.7,2277954.303889992,46.3,1745.0,5,2010.0,First,Petrol,Manual,Fourth Tier,North,185000.0
998.0,34000.0,20.51,2277971.94175965,67.0,1746.0,5,2015.0,First,Petrol,Automatic,Fourth Tier,North,385000.0
1196.0,28371.0,15.1,498000.00000000006,73.0,1747.0,7,2017.0,First,Petrol,Manual,Fourth Tier,South,474000.0
1461.0,74755.0,19.6,2277954.289810148,108.45,1748.0,5,2013.0,First,Diesel,Manual,Third Tier,South,563000.0
1061.0,25805.0,18.2,2277975.6152626453,64.0,1749.0,5,2011.0,First,Petrol,Manual,Fourth Tier,South,262000.0
1598.0,82603.0,13.06,2277950.927072113,102.53,1750.0,5,2015.0,First,Petrol,Manual,Third Tier,South,490000.00000000006
1799.0,110000.0,13.5,2277938.9729549233,130.0,1751.0,5,2006.0,First,Petrol,Manual,Fourth Tier,East,265000.0
2179.0,88000.0,16.0,2277949.006342428,140.0,1752.0,7,2012.0,First,Diesel,Manual,Third Tier,North,599000.0
1461.0,110000.0,21.0,2277938.6967205503,64.1,1753.0,5,2011.0,Second,Diesel,Manual,Third Tier,East,240000.0
999.0,15000.0,21.7,498000.00000000006,67.0,1754.0,5,2017.0,First,Petrol,Manual,Third Tier,North,425000.0
2967.0,70000.0,15.15,2277957.6039324207,240.0,1755.0,5,2013.0,First,Diesel,Automatic,First Tier,West,4000000.0
1248.0,150000.0,28.4,2277920.836521489,74.0,1756.0,5,2008.0,Second,Diesel,Manual,Fourth Tier,West,270000.0
1198.0,19000.0,20.63,2277978.7322469526,67.0,1757.0,5,2016.0,First,Petrol,Manual,Fifth Tier,East,299000.0
1197.0,37442.0,18.5,2277970.5762076015,80.0,1758.0,5,2011.0,First,Petrol,Manual,Fourth Tier,East,340000.0
1995.0,63111.0,18.12,2277959.870047123,190.0,1759.0,5,2016.0,Second,Diesel,Automatic,Second Tier,South,3080000.0
1248.0,88000.0,20.77,2277948.2572178463,88.8,1760.0,7,2012.0,First,Diesel,Manual,Fourth Tier,West,585000.0
1197.0,42355.0,18.9,2277968.4027669593,82.0,1761.0,5,2014.0,First,Petrol,Manual,Fourth Tier,North,400000.0
2996.0,75871.0,9.43,2277955.030027686,254.0,1762.0,5,2011.0,First,Petrol,Automatic,Second Tier,South,1412000.0
1998.0,65000.0,17.9,2277959.0334599023,163.7,1763.0,5,2011.0,First,Diesel,Manual,Fifth Tier,West,455000.0
